TopK,Cumulative_Return,Annualized_Return,Annualized_Volatility,Sharpe,Max_Drawdown,Avg_Turnover
5,0.09490516172837782,0.24606459353502874,0.16108961628385673,1.527501270481874,-0.07266362520107215,0.8727272727272729
10,0.0812897213750845,0.2028783130412375,0.10938499439703427,1.8547179543187697,-0.0442120951503086,0.8545454545454546
20,0.11427270653418553,0.28543312510933383,0.08233465834379146,3.4667432992494738,-0.027914918518633588,0.765909090909091
