Date,AAA,ACB,AGG,ANV,ASM,BAF,BBC,BCM,BID,BMP,BSR,CMG,CSV,CTD,CTG,DBC,DCM,DGW,DHG,DHT,DIG,DMC,DPM,DTL,DVP,EIB,EVE,FPT,FRT,GAS,GMD,GVR,HAH,HBC,HCM,HDB,HPG,HSG,HT1,HVN,IMP,KDC,KDH,LPB,MBB,MCH,MML,MSB,MSN,MWG,NKG,NT2,NTP,NVL,OCB,PAN,PC1,PDN,PDR,PGV,PHR,PLX,PME,PNJ,POW,PVD,PVG,PVS,PVT,QNS,REE,SAB,SBT,SHB,SHS,SSI,STB,TCB,TLG,TNG,TPB,TRA,TS4,VCB,VCI,VGC,VGI,VHC,VHM,VIB,VIC,VJC,VND,VNM,VPB,VPI,VRE,VSC
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,0.0281302983983238,-0.0566288499406084,-0.0091741356836507,-0.0003474779503989,0.0072181045853909,-0.0698125971210572,0.0636003191490317,0.048475164781621,0.1116887283581036,0.1080173804898549,-0.0736492209327934,0.084172565316976,0.0325891140605847,-0.0300802784889242,-0.0377164400177321,0.0416616418622908,-0.1019400343532765,0.0164062947077852,-0.0536015344941915,0.039443428339922,-0.0530617139759499,-0.0166031749621993,0.0369873377594416,-0.0242013785609742,-0.0403476682090513,0.0267110073405376,-0.0283808972756247,-0.0507091136126973,-0.0855924529443541,-0.0800807725889569,0.0158849826803333,0.0150582798477216,0.0317609064902555,-0.0198222327490071,-0.0811109239146503,-0.0184580989822222,0.0525748431185064,-0.0780661895847174,-0.1118245940756423,-0.007410232623954,-0.0578328485288466,-0.0165574526672571,-0.0093339588156737,-0.0256429402084279,0.0896443298880882,-0.0389145281283305,0.0796311429682816,0.0648802493703897,-0.0028689605434948,0.0015184568151767,0.1042854625077609,0.0187618016740316,0.0067954670383159,0.0316853636580276,-0.0197982271575085,-0.0857980171282122,0.0017859952785101,-0.0504831545501645,0.0341223693031054,0.037929539425761,-0.0796445698278489,-0.0927140918801967,0.0300872137607086,-0.020097094223189,0.0515661879471309,0.02231347231438,-0.0248983415884112,-0.0873545788134606,-0.0442511759184469,0.0155112031409032,0.0346067180106217,0.0625222395306934,-0.0040498377240041,0.0116828456882416,-0.0236281996545102,0.0212052923847494,-0.0785584756230264,-0.0450225548145226,-0.0049699387372612,-0.032392397264445,-0.0106531733700023,0.1093203010560444,0.065496177962359,0.0092737920225545,0.007009770558696,0.0262582324861355,-0.0251585067242103,-0.0284033816345825,0.0989497206768419,0.0218256309134687,-0.0891763345533718,0.0649217690300929,-0.0060729144312219,-0.0377576986729053,-0.050571889240075,-0.0391205874281723,0.0360206734168571,0.0143095173419141
2022-01-05,0.1407929375937584,-0.0110885660209874,0.0547365092791594,0.0491542185950351,-0.0228191614344837,-0.0322517182109152,0.0431299101228148,-0.0148284272876537,0.461333807346648,0.1498370269423787,0.0127156765341567,0.1621738515305253,0.0707522655085028,-0.0402829628150129,0.1235350023565331,0.0410881996665324,-0.1095479840727478,0.0010342212196121,-0.1013041676224304,0.0252219416231298,-0.0719061191141179,-0.1013947985955212,0.0734356600575978,-0.0793454240990172,0.0489717635980184,0.0309427689117569,-0.0184910920556831,0.1010473397686837,0.0460281829775794,-0.0286556935068063,-0.048165603981829,-0.0496912583140272,0.0578165709692797,0.0385236904586179,-0.1882883142787363,-0.0277990522029938,0.1301241886986162,-0.0401352567951107,-0.1824747442604177,0.062630913459202,-0.1830184193257764,0.0479726654573937,0.0097266400906832,0.0026300014308304,0.1835883879956981,-0.0733011837610746,0.0254509423003383,0.0125948414307686,-0.004820107449845,-0.007044605170563,0.1575148297330031,-0.0436997907411012,-0.0339980017042051,-0.0893045027789014,-0.0753746823942833,0.1103469089355826,-0.0930867140777707,-0.0727345912170278,0.1545336378031834,0.0917340900874705,-0.0865104912307117,-0.0094060302177183,-0.0161229773613627,0.0055160049044786,0.0158770539973289,0.1126722679496055,0.0284941968495502,-0.0884747592500474,-0.1675270493142449,-0.0325695502475582,-0.078689679009642,0.0618654093281918,-0.0412205533934937,0.1206415773066282,-0.1483704203437668,0.0419498909732141,-0.1099117668085227,0.1957806300059985,-0.0195332728291219,-0.0291087687774052,-0.0058930023135417,0.1247089700868571,-0.0332257596575118,0.0723201830129198,-0.0832051122897326,0.1219950527284439,0.1409056072358083,-0.0677377022806808,0.2219503894688728,0.054459175868665,-0.1636419511902147,0.220883827496408,0.0454436044107495,-0.0480545116124346,-0.1519450352550251,-0.0974588954965867,0.077455276831472,-0.0238034212465834
2022-01-06,0.2781877354209427,0.0011398247850991,0.1304829566223446,0.0242278942450298,-0.0856165227613559,-0.0121913619472877,-0.1161382065802172,-0.103225792902279,0.7349773612394301,0.3300211390393883,0.0435961584146582,0.1187395566562088,0.1578787594262678,0.0248333455880072,0.2359185874320815,0.1254535018434808,-0.1605085609894843,-0.0044747538186626,-0.1252082920252775,-0.1371864239555691,-0.2172099480624751,-0.1229518971825029,0.112884687466277,-0.1113874342103571,0.1188346830841169,-0.1207161149936553,0.0506537543655554,0.2010448687711061,-0.0113854088386062,0.1073092809474758,-0.0292419928305918,-0.1542376804865171,0.158048355012589,0.0341624251576888,-0.3695698749535694,-0.158801576841455,0.0461120372174832,0.0804797680277431,-0.2267950251988395,0.0113619389732377,-0.3105280592229178,0.018296820909029,-0.0133478936472641,0.0346419670933499,0.0736355789253622,-0.0758579360081199,0.0197847240806652,-0.0505656837201797,-0.0790302493922752,0.030188580269268,0.1207165183531344,-0.0494278800343011,-0.0361977680602194,-0.1146254894947276,0.1142055654587181,-0.038270276693396,-0.0661412142109441,-0.0928623806175608,0.3309701457801566,0.0792325370873925,-0.1855602296221263,-0.015570782714974,0.0046302983493404,0.1771037001785771,0.0272684063033921,0.2212154749208394,0.1148052081395434,-0.1482765062672228,-0.1223887221459136,-0.1224224103376059,-0.0396822011726669,-0.0788959001453974,-0.018437347635384,0.2671783354097385,-0.214667152214588,0.0233941844223153,0.0308100737329652,0.2429066164436051,0.001161290199704,0.0167486338933713,-0.0906154911841099,0.2334782804348094,-0.224311392289735,0.0297601753516971,-0.2411294208176286,0.1101895840353321,0.1806966491198096,-0.2015835088351565,0.1259698335166206,-0.0350285200859161,-0.0777602471285092,0.2802492034902286,0.0463102517774629,0.0495046994172412,-0.1606902278085442,-0.0252649922747991,0.1766633848376955,-0.1177159655285891
2022-01-07,0.486300825464184,0.0762757547834382,0.1759953531116309,-0.0167146711085592,-0.4248975028602473,0.1734249488787611,-0.1745167862430037,-0.1464401752104152,0.4730277772550266,0.2423430744690051,0.2505814678368381,0.2520441306257055,0.1659651991271289,0.219522747611677,0.5055331542369004,0.1242258485061853,-0.1635093979907651,0.0140679667530321,-0.15376652441401,-0.0974325290092963,-0.4547071727424452,-0.1694117445187402,0.0548975677187684,-0.2208770208254407,0.0325843298313657,0.0764849482841611,-0.0582989794574331,0.2355898261392326,-0.1986352005257288,0.1432221425821751,-0.183919538181712,-0.1662658592761658,0.2891307862048151,0.0631480310671719,-0.4806191225374476,-0.2751998588177287,-0.0198471437667393,0.0236714355951335,-0.3063700173040899,0.0175346369076692,-0.5264429324962805,-0.0215522337542779,-0.0484072063115803,0.0485263035390772,-0.0408637394358635,-0.2043267532762058,-0.0605287297147612,-0.1280116859475129,-0.2609800599165766,0.0189127264658566,0.0189404674983109,-0.1664999438152676,0.0339266513851015,0.0325970906089025,0.1384506659179862,-0.160707263501564,-0.0225110983845127,-0.0712906012624898,0.3811554279618008,-0.2142721608331328,-0.2732352229417643,-0.0279752701206916,-0.079872651569147,0.3443955817919857,0.0743951589423232,0.2051821751730358,0.2291422596638881,-0.0986978860046292,-0.0008528294754057,-0.1512570381198656,0.0954122208165699,-0.1519531524509432,-0.0155681194975301,0.3577426033664608,-0.2659164594812608,0.0528222905915214,0.1393393603094921,0.1295919952161455,-0.011605819381792,0.0291391005801102,-0.0756880282678622,0.1004326029197955,-0.4106122441300215,-0.1903795283609497,-0.2484858081054426,0.0418549874551601,0.1514328557870925,-0.2261722901944765,0.1396844859227997,-0.0834068172608439,-0.0970513413035121,0.0605452327091313,0.0259568948916779,0.0682575654504376,-0.0739804183618417,-0.0063068550825846,0.246150129858421,-0.2093173844785525
2022-01-10,0.8440296307552728,0.2598152288914264,0.2489732116749081,-0.0804709117239923,-0.6075168060079505,0.0528954497143843,-0.3309362320627258,-0.1467964945096298,-0.5128792339514519,0.3184875403176477,0.2815190354490084,0.3545476103878968,0.1760074988980307,0.4875684691659785,0.653172800287706,0.18860698124044,-0.3054733333578951,0.0567309038729106,-0.1440999065487318,-0.0091598964424122,-0.6347159491230343,-0.1794750229926762,-0.0028199375558983,-0.3955058199678944,-0.0235690799417511,0.3304716169821802,-0.2112679872196281,0.2015517692923651,-0.1181930232777404,0.55460984658896,-0.2354354673342129,-0.1909528633408115,0.3158739771511136,0.0807342545599709,-0.6023586096007136,-0.3608685273640901,-0.0676019795514264,-0.202778625373412,-0.3568086138777744,0.1546405536124382,-0.8821256843062031,0.0771575842381082,-0.1118344052339708,0.0360418442391221,-0.1169656033179364,-0.2960602547154565,-0.1087249763841669,-0.3309186983196071,-0.3572414826151231,0.0331209701710975,-0.0432358048453522,-0.1864921168152307,-0.0685127931890434,0.2869013248441092,0.3283309125224605,-0.4222129145472877,0.0487547252210163,-0.0305921788646514,0.4204344932335573,-0.5863856741531492,-0.3267357369665262,-0.0884323880201236,-0.0368661652997133,0.2675300418520692,0.0885565296998294,0.2462812620012044,0.2236689938486051,-0.082828583875866,0.1281142312109153,-0.118775741728939,0.1846360020045097,-0.1476091604860983,0.0184038712349661,0.3940753035113431,-0.2617973088368615,0.1271626827624317,0.0311494699200238,0.2548569516987697,-0.0686489413174129,-0.0240804282419588,-0.0329191318725037,0.099103775354763,-0.5880917904630962,-0.1755665678052196,-0.3074161064470075,-0.0060761818481864,0.0761692212723232,-0.2136884695886181,-0.0356926667201094,-0.0974430266695591,-0.0905606172654245,-0.296364924063198,-0.0220169762570563,0.2527051094838555,-0.0311740964959597,-0.072941967981805,0.2284906563861,-0.1252176432468843
2022-01-11,0.908272715368838,0.3709274353335274,0.3824125740539443,-0.1368287767183034,-0.7619463431906297,-0.0304796975789258,-0.4998912042888435,-0.2300680560112766,-0.9177806880350374,0.3178238659943133,0.3125813257702816,0.5424436006708504,0.1646022911182001,0.6206874003200369,0.6325649483319751,0.2403965612102467,-0.4334160408943148,0.0526449986426129,-0.0641779154344988,-0.0641934545946583,-0.6100328160271431,-0.2054263406278238,0.0439256454088621,-0.4683028299595548,-0.1547124434599425,0.46044256941002,-0.3784644031334778,0.0444940490660883,0.0072846980801273,0.7743593279766401,-0.4307657022006879,-0.2431931428593259,0.3534499787649423,0.0297260784376049,-0.6128997146642234,-0.320609376944617,-0.0626802003976791,-0.183189430829799,-0.5216485122506924,0.2980469721628367,-1.025234748762614,0.1766961924514873,-0.1716044416714268,0.0844803574710937,-0.1327839234126457,-0.414438747097833,-0.1975146192934715,-0.3958690737483721,-0.361904813508815,-0.0231388366719187,-0.1459755512254048,-0.0728548713251484,-0.0783668244247479,0.6442585161163947,0.3871249363879769,-0.5693283647902376,-0.0773119871031724,-0.0185165295935405,0.5719371767293069,-0.770551249647724,-0.4592400177219247,-0.2019971606761146,-0.0990893485675172,0.2106803322470796,0.1313446266730125,0.3714037537657333,0.2250987304929026,-0.2356533014389015,-0.0057985938699403,-0.2504179120776371,0.0136373254217687,-0.2592323958639326,0.0594245383699671,0.5088083395280449,-0.2723872350529888,0.2801522367995233,-0.2680271469030231,0.4066424619079498,-0.1245266918082137,0.0644783718505976,-0.0625020867654484,0.4533621810026886,-0.7425330850717557,-0.3538601736763951,-0.3662908495806363,0.0693907056278533,0.1988126910468253,-0.1818487973448697,0.0864893338820707,-0.1563863194270141,0.0606521665535808,-0.5975659507057856,-0.0977226080248456,0.4151570368797905,-0.013776679177937,-0.2354681200220199,0.1850227154206152,-0.1279771278201167
2022-01-12,1.03254051463702,0.3815859839439497,0.5014202558717358,-0.1469502556692674,-0.8348063920732756,-0.0967199501659763,-0.4394199898271722,-0.3159156258506783,-1.1806741641225642,0.39258463817103,0.2705638440271798,0.6342895106431286,0.434031779936987,0.7804771116561255,0.5679506091379096,0.1271413923402065,-0.3168817891187245,-0.155365287700242,-0.0627853696313422,-0.1743498939569576,-0.5109097672646215,-0.1504903483457695,0.1859909276557658,-0.4731462725392248,-0.3299175019770359,0.6138951813083224,-0.4177651420010591,-0.1582314923007572,0.4566934494424117,0.9825923374718002,-0.5891362485796918,-0.0679449541614474,0.3350537945748257,0.1011608252681526,-0.829574991651981,-0.3007383853449994,-0.0777391960378821,-0.0019756955796879,-0.4742111138724567,0.6027627849082933,-1.4155412256414197,0.3742617010697984,-0.1622818305696327,0.1094351169415404,-0.2136423464616967,-0.4710795066317672,-0.1949522794570413,-0.2585091874713896,-0.3421705660841354,-0.0227319448594869,-0.2339689211817415,-0.0621028678957316,-0.0594540327073502,0.7496766659390346,0.4422452592876595,-0.5537422347350685,-0.258091363264441,-0.0310805786871384,0.7393856724893624,-0.937509330691995,-0.6554981968760956,-0.3573355517291645,-0.1310556336149346,0.2544159746749983,0.1703726389329602,0.3815966340926309,0.1649306361215963,-0.4468727311375033,-0.1520203682421907,-0.4248931051644433,-0.2830390931650584,-0.2022588407619991,0.1713129903389401,0.6243023226362254,-0.199962381851904,0.3324443791330083,-0.2305719108051676,0.6734991889551907,-0.149899871870069,0.0897767095711401,-0.2557810600245034,0.92287438939735,-0.7464165106692633,-0.5511071589968708,-0.4734199190194914,0.0858732006912319,0.2719574542343252,-0.1304399019306004,-0.0163058345935098,-0.1373103192533946,0.1549838229892088,-0.6133851210311718,-0.1608923656603735,0.3375104578810521,-0.0304312946449698,-0.3825857822597953,0.293996712304164,-0.1155911656875616
2022-01-13,1.1926991121741537,0.6625865210887412,0.4912758920400932,-0.1665801263138888,-0.8397311947882855,0.0204015759024969,-0.3221701843527,-0.35066680336746,-1.3654133122026622,0.4694602210320227,0.1010933039115968,1.031208138418009,0.6399432637123823,1.017247296471055,0.5199971257318623,-0.0380240932840081,-0.3587103035671362,-0.3651396377786113,0.0034512821657841,0.0335966484680056,-0.5014073460081079,-0.2975399514217685,0.3609284293187329,-0.4919943001719815,-0.5363051205403337,0.7731902385881426,-0.3167651941618032,-0.104013574245954,0.9233573543085072,0.8484527783977569,-0.8075381571900948,0.3781697669374182,0.3379634351636795,0.2399854056103123,-0.9129398676308824,-0.0269730382795501,-0.1212112457884444,0.131616748044081,-0.4666236582907004,0.8008783008611431,-1.863869821104629,0.5244257093773683,-0.0734295882084694,0.1211718170377906,-0.3688867686584416,-0.5239364042910495,-0.2669325439956935,-0.2052990109089592,-0.397800360881078,0.0415526626301527,0.0458633464387219,-0.2234962237776869,0.1314995687277189,0.7205268073018942,0.4686222526601966,-0.491436373211144,-0.4478135952881956,-0.0148270657729483,0.7450357244152315,-0.9741466423150484,-0.7006717438327428,-0.7157246952453136,-0.0414772875002995,0.1062919594537277,0.1837356564434316,0.4750721326834082,0.0475435325273139,-0.6854303286649639,-0.2365596164428183,-0.6397797056174568,-0.2298831864027022,-0.1703682257617913,0.3069112894151331,0.6356839339996867,-0.2148718328462706,0.3083249170953763,-0.3193329132149927,1.2256397436807165,-0.1671739677688535,0.1040532435999352,-0.5207583648334406,1.0917700551431722,-0.6270766559110257,-1.1906306159244195,-0.6690708008710828,0.0647031963725837,0.2928590985281971,-0.1480905306892239,-0.0378643509496328,-0.164430892366802,0.0406666807475915,-0.6854697291829552,-0.2613505494042059,0.2791191982452261,-0.0126361155120946,-0.3430133640574837,0.4283768901424594,0.0187150113730325
2022-01-14,1.2470877191504712,0.7770677315893408,0.4399719381516718,-0.1857827808536001,-0.6564178246582344,0.3786926918581059,-0.0788679396532359,-0.4182069491364615,-1.4119066113243548,0.5874435890079326,-0.0826778922259166,1.712065317265484,0.9278795966176858,1.1796488533058778,0.489343009837512,-0.034879593578978,-0.526557564756132,-0.5551999391669469,0.2393353575170351,0.0846321042872659,-0.3983912834882801,-0.42079117462076,0.6060141048160688,-0.418351953869049,-0.7401497151658702,0.893835258359303,-0.3393532248827853,-0.0668251289720558,1.417822600414297,1.055156674240834,-0.855279090557616,0.6984324352756914,0.2165660951401591,0.3940418040189115,-0.9807227678371504,0.1022830899030964,0.0339860661694331,0.4296788858354716,-0.5132429331152366,0.6736265706225026,-1.976853190171056,0.6244728216851172,-0.0118858613910788,0.0644566127963912,-0.3437747954293115,-0.5109606319694961,-0.1787057123103608,-0.2526992505079306,-0.3830897811003098,0.1261430032348443,0.2800351665239304,-0.4995167594208283,0.2893703199215736,0.8708078165838629,0.7391219896648522,-0.5660821751320668,-0.7204455891777144,-0.0004650664277932,0.5346780426331748,-0.8343086475144332,-0.6618474086334061,-1.2256038612317752,-0.0012773790592319,-0.142478043340418,0.1932470754946962,0.4739989922066456,-0.2125329636869963,-0.8495412915636962,-0.2050408279851154,-0.7919305332561066,-0.3490011127467767,-0.1870215820748058,0.3530194254455239,0.5936700730403146,-0.1927892888542572,0.4938815746567968,-0.1645995019223392,1.5609944251416152,-0.2394583377841499,0.0886977828768635,-0.7372243922739443,1.1108799963390368,-0.5400564836403987,-1.5423417710207443,-0.8471181828938086,0.1033725786114345,0.270865025058427,-0.130432668239429,0.0035964360329785,-0.213352169077865,0.1067316450746886,-0.6354489194811208,-0.2857428373561248,0.228865097814932,-0.121463082428761,-0.3343372825709565,0.3601080054822034,0.0601300653386402
